진료년도,주상병코드,성별,입원외래구분,환자수(명),청구건수(건),요양급여비용(원)
2013,B86,남,외래,21516 ,44877 ,621901740 
2013,B86,여,외래,24469 ,44081 ,604506150 
2013,B86,남,입원,42 ,53 ,42937040 
2013,B86,여,입원,53 ,59 ,42989120 
2013,B87,남,외래,65 ,103 ,1137150 
2013,B87,여,외래,72 ,103 ,1651260 
2013,B87,남,입원,1 ,1 ,1458880 
2013,B88,남,외래,6761 ,11287 ,252641740 
2013,B88,여,외래,8843 ,14878 ,301365300 
2013,B88,남,입원,50 ,54 ,46135780 
2013,B88,여,입원,65 ,68 ,60923510 
2013,B89,남,외래,571 ,744 ,20861920 
2013,B89,여,외래,531 ,682 ,13931250 
2013,B89,남,입원,8 ,9 ,13668120 
2013,B89,여,입원,4 ,5 ,2976450 
2013,B90,남,외래,13549 ,27811 ,1223074040 
2013,B90,여,외래,10217 ,21119 ,858970540 
2013,B90,남,입원,418 ,567 ,1057655490 
2013,B90,여,입원,263 ,375 ,758279490 
2013,B91,남,외래,479 ,1174 ,45989030 
2013,B91,여,외래,447 ,2011 ,69246410 
2013,B91,남,입원,13 ,35 ,74139900 
2013,B91,여,입원,12 ,30 ,51132400 
2013,B92,남,외래,1 ,1 ,24120 
2013,B92,여,외래,4 ,4 ,162820 
2013,B92,남,입원,1 ,1 ,1437020 
2013,B94,남,외래,122 ,500 ,17297450 
2013,B94,여,외래,119 ,267 ,9022230 
2013,B94,남,입원,12 ,27 ,89136080 
2013,B94,여,입원,12 ,13 ,30452240 
2013,B95,남,외래,1758 ,5497 ,66115760 
2013,B95,여,외래,2237 ,6040 ,75760750 
2013,B95,남,입원,38 ,44 ,138361850 
2013,B95,여,입원,40 ,45 ,133802650 
2013,B96,남,외래,2705 ,9153 ,134256320 
2013,B96,여,외래,2534 ,7557 ,110748930 
2013,B96,남,입원,105 ,120 ,165956900 
2013,B96,여,입원,123 ,143 ,214329090 
2013,B97,남,외래,414 ,671 ,18163950 
2013,B97,여,외래,5659 ,10113 ,451520590 
2013,B97,남,입원,89 ,92 ,74195690 
2013,B97,여,입원,97 ,98 ,62723430 
2013,B98,남,외래,7508 ,10934 ,306440660 
2013,B98,여,외래,5662 ,8415 ,223840820 
2013,B98,남,입원,29 ,30 ,27975320 
2013,B98,여,입원,27 ,28 ,38458720 
2013,B99,남,외래,606 ,869 ,20378290 
2013,B99,여,외래,469 ,669 ,17325020 
2013,B99,남,입원,34 ,36 ,26042840 
2013,B99,여,입원,43 ,52 ,68586080 
2013,C00,남,외래,180 ,801 ,108051920 
2013,C00,여,외래,132 ,635 ,68011010 
2013,C00,남,입원,31 ,55 ,135182800 
2013,C00,여,입원,35 ,71 ,150026860 
2013,C01,남,외래,468 ,4384 ,876361530 
2013,C01,여,외래,177 ,1410 ,219318920 
2013,C01,남,입원,146 ,413 ,1141794270 
2013,C01,여,입원,50 ,115 ,380197100 
2013,C02,남,외래,1532 ,14983 ,2581394060 
2013,C02,여,외래,941 ,9110 ,1649834320 
2013,C02,남,입원,536 ,1503 ,4296343390 
2013,C02,여,입원,310 ,829 ,2295462480 
2013,C03,남,외래,353 ,2885 ,515289240 
2013,C03,여,외래,277 ,2501 ,451831450 
2013,C03,남,입원,110 ,222 ,629216990 
2013,C03,여,입원,94 ,210 ,649094600 
2013,C04,남,외래,270 ,2337 ,435420830 
2013,C04,여,외래,104 ,748 ,107678300 
2013,C04,남,입원,74 ,211 ,652084910 
2013,C04,여,입원,28 ,64 ,156495840 
2013,C05,남,외래,326 ,2997 ,572642830 
2013,C05,여,외래,278 ,2028 ,343863010 
2013,C05,남,입원,99 ,269 ,693697220 
2013,C05,여,입원,74 ,170 ,333300750 
2013,C06,남,외래,759 ,7293 ,1201355600 
2013,C06,여,외래,533 ,4896 ,817932950 
2013,C06,남,입원,246 ,716 ,2094113370 
2013,C06,여,입원,171 ,477 ,1076261830 
2013,C07,남,외래,772 ,8496 ,1655074940 
2013,C07,여,외래,690 ,5457 ,1159819990 
2013,C07,남,입원,235 ,618 ,1295287400 
2013,C07,여,입원,163 ,327 ,739701510 
2013,C08,남,외래,578 ,5779 ,1079035590 
2013,C08,여,외래,540 ,4825 ,877461900 
2013,C08,남,입원,189 ,483 ,847587580 
2013,C08,여,입원,131 ,349 ,653642920 
2013,C09,남,외래,1668 ,22665 ,4594153450 
2013,C09,여,외래,343 ,3841 ,778040050 
2013,C09,남,입원,535 ,2006 ,4233835370 
2013,C09,여,입원,85 ,289 ,539037160 
2013,C10,남,외래,542 ,5244 ,1003342480 
2013,C10,여,외래,111 ,804 ,131919860 
2013,C10,남,입원,195 ,583 ,1233990530 
2013,C10,여,입원,28 ,81 ,159194250 
2013,C11,남,외래,1834 ,25476 ,4976199430 
2013,C11,여,외래,725 ,9085 ,1639516640 
2013,C11,남,입원,636 ,2798 ,4593468890 
2013,C11,여,입원,214 ,840 ,1845231280 
2013,C12,남,외래,367 ,4197 ,877722380 
2013,C12,여,외래,15 ,67 ,10873100 
2013,C12,남,입원,145 ,423 ,980813380 
2013,C12,여,입원,10 ,45 ,140268910 
2013,C13,남,외래,1162 ,14775 ,2752508710 
2013,C13,여,외래,104 ,1196 ,210040590 
2013,C13,남,입원,564 ,1991 ,5504313060 
2013,C13,여,입원,44 ,188 ,448924360 
2013,C14,남,외래,167 ,1215 ,166338570 
2013,C14,여,외래,56 ,279 ,10867530 
2013,C14,남,입원,80 ,201 ,448509250 
2013,C14,여,입원,19 ,46 ,104624210 
2013,C15,남,외래,6895 ,83510 ,11525248270 
2013,C15,여,외래,717 ,6656 ,837793140 
2013,C15,남,입원,3732 ,13529 ,36922374110 
2013,C15,여,입원,317 ,1085 ,3117193900 
2013,C16,남,외래,94388 ,603747 ,81765670710 
2013,C16,여,외래,46401 ,293279 ,38099201540 
2013,C16,남,입원,29527 ,82489 ,178860153740 
2013,C16,여,입원,14027 ,41980 ,88680512770 
2013,C17,남,외래,1348 ,10493 ,1806667240 
2013,C17,여,외래,948 ,6327 ,1110974890 
2013,C17,남,입원,585 ,1612 ,4268370140 
2013,C17,여,입원,404 ,1084 ,2558422550 
2013,C18,남,외래,43209 ,295352 ,42546277990 
2013,C18,여,외래,29342 ,204221 ,28596865510 
2013,C18,남,입원,14674 ,55262 ,105823111760 
2013,C18,여,입원,10940 ,44768 ,82368410750 
2013,C19,남,외래,7694 ,51126 ,8048832520 
2013,C19,여,외래,4491 ,30009 ,4544417050 
2013,C19,남,입원,2956 ,10529 ,20302909060 
2013,C19,여,입원,1791 ,6776 ,12359462480 
2013,C20,남,외래,30189 ,277464 ,40795896530 
2013,C20,여,외래,17942 ,148999 ,21186262560 
2013,C20,남,입원,9971 ,35111 ,67884726120 
2013,C20,여,입원,5860 ,20816 ,39408907490 
2013,C21,남,외래,802 ,5387 ,706177940 
2013,C21,여,외래,904 ,8140 ,1157972360 
2013,C21,남,입원,242 ,603 ,1035560230 
2013,C21,여,입원,332 ,923 ,1624103130 
2013,C22,남,외래,42937 ,422218 ,78884704470 
2013,C22,여,외래,14241 ,125250 ,21355686650 
2013,C22,남,입원,26901 ,75147 ,231698071910 
2013,C22,여,입원,8704 ,25055 ,70707230310 
2013,C23,남,외래,2594 ,21427 ,2845044170 
2013,C23,여,외래,3153 ,24840 ,3200643100 
2013,C23,남,입원,1530 ,5136 ,12473647440 
2013,C23,여,입원,1912 ,6776 ,15102980930 
2013,C24,남,외래,5369 ,48245 ,5884572150 
2013,C24,여,외래,3796 ,29943 ,3516591510 
2013,C24,남,입원,3401 ,10163 ,30423265400 
2013,C24,여,입원,2395 ,7850 ,20890131040 
2013,C25,남,외래,5898 ,76065 ,11551790820 
2013,C25,여,외래,4972 ,55874 ,8030578920 
2013,C25,남,입원,4685 ,17795 ,41673997310 
2013,C25,여,입원,3760 ,14667 ,32831224500 
2013,C26,남,외래,489 ,2597 ,483501310 
2013,C26,여,외래,441 ,2118 ,313840990 
2013,C26,남,입원,118 ,198 ,493123250 
2013,C26,여,입원,112 ,302 ,473087110 
2013,C30,남,외래,511 ,5223 ,865356890 
2013,C30,여,외래,331 ,3356 ,542899870 
2013,C30,남,입원,151 ,466 ,985590010 
2013,C30,여,입원,114 ,283 ,469683300 
2013,C31,남,외래,556 ,7052 ,1218800220 
2013,C31,여,외래,318 ,3444 ,580747210 
2013,C31,남,입원,204 ,634 ,1673765620 
2013,C31,여,입원,105 ,453 ,846110760 
2013,C32,남,외래,6320 ,64648 ,10452338480 
2013,C32,여,외래,432 ,3479 ,498657630 
2013,C32,남,입원,1960 ,4997 ,10859534290 
2013,C32,여,입원,121 ,335 ,761188210 
2013,C33,남,외래,152 ,737 ,88259330 
2013,C33,여,외래,104 ,672 ,95718420 
2013,C33,남,입원,35 ,83 ,139584240 
2013,C33,여,입원,42 ,99 ,202674190 
2013,C34,남,외래,39824 ,469784 ,83512860570 
2013,C34,여,외래,20309 ,212144 ,44019140020 
2013,C34,남,입원,25542 ,93673 ,209649964060 
2013,C34,여,입원,11288 ,40636 ,89654649880 
2013,C37,남,외래,930 ,10082 ,1417255620 
2013,C37,여,외래,794 ,7544 ,1071894030 
2013,C37,남,입원,388 ,1344 ,2548280880 
2013,C37,여,입원,294 ,1154 ,2077316750 
2013,C38,남,외래,456 ,3433 ,489016650 
2013,C38,여,외래,301 ,1589 ,185343290 
2013,C38,남,입원,207 ,630 ,1748215670 
2013,C38,여,입원,113 ,335 ,929430120 
2013,C39,남,외래,94 ,348 ,20983570 
2013,C39,여,외래,68 ,208 ,13608340 
2013,C39,남,입원,23 ,50 ,61836410 
2013,C39,여,입원,23 ,39 ,76139570 
2013,C40,남,외래,978 ,8145 ,913090890 
2013,C40,여,외래,790 ,5951 ,624067700 
2013,C40,남,입원,344 ,1384 ,4445641440 
2013,C40,여,입원,261 ,1008 ,3223454410 
2013,C41,남,외래,1295 ,10527 ,1454294130 
2013,C41,여,외래,1146 ,7913 ,979561030 
2013,C41,남,입원,483 ,1777 ,4551752250 
2013,C41,여,입원,402 ,1304 ,3887887360 
2013,C43,남,외래,1302 ,12600 ,2148439470 
2013,C43,여,외래,1518 ,14352 ,2250625590 
2013,C43,남,입원,513 ,1533 ,2813865130 
2013,C43,여,입원,549 ,1608 ,2966596660 
2013,C44,남,외래,4349 ,25497 ,2160247210 
2013,C44,여,외래,5401 ,28060 ,2205905570 
2013,C44,남,입원,1306 ,2114 ,3884595310 
2013,C44,여,입원,1593 ,2802 ,4377263640 
2013,C45,남,외래,166 ,1856 ,329155630 
2013,C45,여,외래,107 ,1113 ,319378750 
2013,C45,남,입원,133 ,605 ,1648854830 
2013,C45,여,입원,83 ,410 ,1012820170 
2013,C46,남,외래,196 ,1822 ,211700690 
2013,C46,여,외래,76 ,369 ,28136320 
2013,C46,남,입원,59 ,134 ,335533260 
2013,C46,여,입원,22 ,54 ,125574450 
2013,C47,남,외래,208 ,1844 ,268576060 
2013,C47,여,외래,218 ,1702 ,241986690 
2013,C47,남,입원,79 ,252 ,615608610 
2013,C47,여,입원,71 ,264 ,640918310 
2013,C48,남,외래,525 ,4111 ,584554480 
2013,C48,여,외래,1013 ,8378 ,1294169450 
2013,C48,남,입원,267 ,656 ,1851586160 
2013,C48,여,입원,680 ,2542 ,5408842730 
2013,C49,남,외래,2731 ,28226 ,4463644570 
2013,C49,여,외래,2447 ,22996 ,3570428880 
2013,C49,남,입원,1076 ,3459 ,7208882620 
2013,C49,여,입원,890 ,3083 ,6730795450 
2013,C50,남,외래,430 ,3670 ,642151990 
2013,C50,여,외래,121277 ,1477191 ,267808786820 
2013,C50,남,입원,92 ,309 ,485523610 
2013,C50,여,입원,30087 ,136627 ,181841747250 
2013,C51,여,외래,465 ,3939 ,492710980 
2013,C51,여,입원,155 ,406 ,801470190 
2013,C52,여,외래,320 ,3121 ,445462320 
2013,C52,여,입원,95 ,333 ,528322720 
2013,C53,여,외래,26263 ,219340 ,30135727820 
2013,C53,여,입원,5931 ,22324 ,41287836460 
2013,C54,여,외래,11255 ,82471 ,10722422690 
2013,C54,여,입원,2997 ,8926 ,16738568980 
2013,C55,여,외래,1044 ,6579 ,751947920 
2013,C55,여,입원,410 ,1293 ,2114739050 
2013,C56,여,외래,13614 ,114485 ,14949035070 
2013,C56,여,입원,5518 ,32388 ,56930137130 
2013,C57,여,외래,752 ,4509 ,446896670 
2013,C57,여,입원,271 ,1026 ,1802887650 
2013,C58,여,외래,368 ,2585 ,179855910 
2013,C58,여,입원,89 ,342 ,565875010 
2013,C60,남,외래,220 ,1435 ,166448170 
2013,C60,남,입원,76 ,219 ,427231910 
2013,C61,남,외래,52247 ,419960 ,70469582010 
2013,C61,남,입원,11149 ,22686 ,41967456310 
2013,C62,남,외래,1601 ,9180 ,1192511140 
2013,C62,여,외래,1 ,2 ,267180 
2013,C62,남,입원,357 ,901 ,1411769920 
2013,C63,남,외래,160 ,769 ,68334640 
2013,C63,남,입원,48 ,97 ,168812510 
2013,C64,남,외래,13920 ,79869 ,13014637540 
2013,C64,여,외래,6398 ,31597 ,4874770070 
2013,C64,남,입원,4002 ,7213 ,19110743630 
2013,C64,여,입원,1690 ,3351 ,8096355070 
2013,C65,남,외래,1541 ,10304 ,1405444270 
2013,C65,여,외래,623 ,4083 ,583388670 
2013,C65,남,입원,617 ,1507 ,2986372450 
2013,C65,여,입원,284 ,789 ,1548646510 
2013,C66,남,외래,1479 ,11690 ,1621350150 
2013,C66,여,외래,702 ,5116 ,666741690 
2013,C66,남,입원,757 ,1991 ,3617104270 
2013,C66,여,입원,369 ,1028 ,2108226640 
2013,C67,남,외래,20153 ,151393 ,17351953310 
2013,C67,여,외래,4348 ,30300 ,3526472610 
2013,C67,남,입원,7623 ,17439 ,28421282500 
2013,C67,여,입원,1668 ,4153 ,6938810500 
2013,C68,남,외래,141 ,650 ,54404310 
2013,C68,여,외래,123 ,765 ,85843900 
2013,C68,남,입원,58 ,100 ,163281940 
2013,C68,여,입원,49 ,163 ,339470820 
2013,C69,남,외래,621 ,5175 ,582180060 
2013,C69,여,외래,582 ,4530 ,441736590 
2013,C69,남,입원,133 ,821 ,801855430 
2013,C69,여,입원,135 ,752 ,739006400 
2013,C70,남,외래,214 ,1462 ,246060100 
2013,C70,여,외래,341 ,2268 ,245704470 
2013,C70,남,입원,73 ,202 ,837134530 
2013,C70,여,입원,104 ,405 ,1083486200 
2013,C71,남,외래,4775 ,55432 ,9083867290 
2013,C71,여,외래,4204 ,44185 ,6868425040 
2013,C71,남,입원,2141 ,7767 ,26976791060 
2013,C71,여,입원,1947 ,7709 ,25704682000 
2013,C72,남,외래,552 ,3786 ,325664100 
2013,C72,여,외래,576 ,4578 ,384666670 
2013,C72,남,입원,192 ,532 ,1313434950 
2013,C72,여,입원,198 ,642 ,1738984860 
2013,C73,남,외래,45668 ,238526 ,23351586380 
2013,C73,여,외래,233759 ,1180079 ,105672365270 
2013,C73,남,입원,10238 ,14666 ,23631950020 
2013,C73,여,입원,41405 ,60259 ,92183774130 
2013,C74,남,외래,545 ,6223 ,833239540 
2013,C74,여,외래,496 ,5846 ,725846220 
2013,C74,남,입원,200 ,1536 ,2995986890 
2013,C74,여,입원,201 ,1158 ,2377389050 
2013,C75,남,외래,402 ,2927 ,400684290 
2013,C75,여,외래,364 ,1678 ,227256420 
2013,C75,남,입원,122 ,333 ,959620010 
2013,C75,여,입원,88 ,210 ,550466630 
2013,C76,남,외래,669 ,4826 ,686892770 
2013,C76,여,외래,583 ,3406 ,430143460 
2013,C76,남,입원,248 ,535 ,1214443740 
2013,C76,여,입원,195 ,465 ,993689210 
2013,C77,남,외래,1649 ,9342 ,1689716060 
2013,C77,여,외래,1911 ,9106 ,1402622640 
2013,C77,남,입원,600 ,913 ,1797827010 
2013,C77,여,입원,690 ,1031 ,1839337340 
2013,C78,남,외래,4886 ,19674 ,2497966960 
2013,C78,여,외래,4088 ,17713 ,2133603500 
2013,C78,남,입원,2889 ,4085 ,13618824200 
2013,C78,여,입원,2571 ,4400 ,12329059180 
2013,C79,남,외래,4780 ,25824 ,4723155240 
2013,C79,여,외래,4761 ,26937 ,4700251460 
2013,C79,남,입원,2656 ,4115 ,17608011400 
2013,C79,여,입원,2397 ,4118 ,15045496510 
2013,C80,남,외래,1828 ,10449 ,1576174990 
2013,C80,여,외래,1405 ,7333 ,980886650 
2013,C80,남,입원,877 ,1937 ,4275872500 
2013,C80,여,입원,663 ,1332 ,2820927300 
2013,C81,남,외래,1089 ,10369 ,1890230870 
2013,C81,여,외래,655 ,5532 ,975407550 
2013,C81,남,입원,338 ,1717 ,3258324180 
2013,C81,여,입원,193 ,916 ,1890802370 
2013,C82,남,외래,614 ,5077 ,1420895010 
2013,C82,여,외래,517 ,4026 ,1126540930 
2013,C82,남,입원,272 ,1010 ,2273822310 
2013,C82,여,입원,211 ,930 ,1822006350 
2013,C83,남,외래,4759 ,43849 ,9039331860 
2013,C83,여,외래,3462 ,31628 ,6513476590 
2013,C83,남,입원,2398 ,10632 ,38328311200 
2013,C83,여,입원,1706 ,7704 ,26006554260 
2013,C84,남,외래,895 ,13186 ,1579647050 
2013,C84,여,외래,606 ,8549 ,1025747010 
2013,C84,남,입원,416 ,1705 ,6357903900 
2013,C84,여,입원,271 ,1134 ,4212754180 
2013,C85,남,외래,4920 ,34553 ,5718334850 
2013,C85,여,외래,4188 ,29070 ,4391512670 
2013,C85,남,입원,1510 ,4611 ,14154940130 
2013,C85,여,입원,1167 ,3656 ,10075259090 
2013,C86,남,외래,442 ,5273 ,970260560 
2013,C86,여,외래,277 ,3318 ,542564620 
2013,C86,남,입원,268 ,1151 ,4491916080 
2013,C86,여,입원,150 ,587 ,2225225590 
2013,C88,남,외래,1107 ,8183 ,1321640070 
2013,C88,여,외래,1315 ,8899 ,1291841100 
2013,C88,남,입원,264 ,676 ,1391850810 
2013,C88,여,입원,254 ,559 ,995823820 
2013,C90,남,외래,2450 ,42228 ,15945347210 
2013,C90,여,외래,2157 ,37250 ,14085386900 
2013,C90,남,입원,1504 ,6256 ,22946012200 
2013,C90,여,입원,1369 ,5719 ,19478926370 
2013,C91,남,외래,2650 ,31867 ,3589014670 
2013,C91,여,외래,1944 ,23749 ,2725392750 
2013,C91,남,입원,1154 ,8089 ,25300216710 
2013,C91,여,입원,858 ,5468 ,19858166480 
2013,C92,남,외래,4949 ,47430 ,11615001960 
2013,C92,여,외래,3989 ,37135 ,7851936600 
2013,C92,남,입원,2103 ,7364 ,53159259610 
2013,C92,여,입원,1622 ,5825 ,42010733490 
2013,C93,남,외래,161 ,1827 ,367240490 
2013,C93,여,외래,116 ,1468 ,329580680 
2013,C93,남,입원,118 ,390 ,2696733200 
2013,C93,여,입원,80 ,285 ,2042767620 
2013,C94,남,외래,237 ,2017 ,339601790 
2013,C94,여,외래,170 ,1422 ,176300820 
2013,C94,남,입원,121 ,360 ,2745628630 
2013,C94,여,입원,70 ,266 ,1202690660 
2013,C95,남,외래,686 ,3766 ,498918940 
2013,C95,여,외래,564 ,3459 ,561210130 
2013,C95,남,입원,357 ,734 ,3699131770 
2013,C95,여,입원,316 ,721 ,3251812160 
2013,C96,남,외래,811 ,5348 ,456582560 
2013,C96,여,외래,496 ,3339 ,333044670 
2013,C96,남,입원,230 ,495 ,1063156040 
2013,C96,여,입원,146 ,410 ,910965850 
2013,C97,남,외래,15 ,57 ,9202790 
2013,C97,여,외래,11 ,193 ,6128050 
2013,C97,남,입원,13 ,22 ,44814780 
2013,C97,여,입원,8 ,20 ,42746400 
2013,D00,남,외래,1544 ,5148 ,462838800 
2013,D00,여,외래,606 ,1971 ,160310010 
2013,D00,남,입원,516 ,594 ,893502030 
2013,D00,여,입원,186 ,201 ,270436920 
2013,D01,남,외래,7245 ,21559 ,2558207820 
2013,D01,여,외래,3855 ,11757 ,1303486180 
2013,D01,남,입원,1068 ,1249 ,1814343960 
2013,D01,여,입원,605 ,756 ,1124331670 
2013,D02,남,외래,373 ,1430 ,107722790 
2013,D02,여,외래,155 ,829 ,37230460 
2013,D02,남,입원,113 ,197 ,284150550 
2013,D02,여,입원,65 ,147 ,231549810 
2013,D03,남,외래,197 ,619 ,41871610 
2013,D03,여,외래,255 ,754 ,50428050 
2013,D03,남,입원,19 ,26 ,42255560 
2013,D03,여,입원,32 ,54 ,78554630 
2013,D04,남,외래,813 ,3013 ,143846730 
2013,D04,여,외래,1004 ,3336 ,157629970 
2013,D04,남,입원,78 ,107 ,151909290 
2013,D04,여,입원,119 ,213 ,339331260 
2013,D05,남,외래,38 ,134 ,13391010 
2013,D05,여,외래,17707 ,136279 ,17034791930 
2013,D05,남,입원,7 ,9 ,18971900 
2013,D05,여,입원,3622 ,4929 ,9835131810 
2013,D06,여,외래,27359 ,93730 ,5021476490 
2013,D06,여,입원,4584 ,5197 ,5176119400 
2013,D07,남,외래,470 ,1251 ,50489250 
2013,D07,여,외래,669 ,2507 ,145647060 
2013,D07,남,입원,42 ,73 ,89889940 
2013,D07,여,입원,133 ,150 ,142186570 
2013,D09,남,외래,990 ,5472 ,486906440 
2013,D09,여,외래,545 ,1984 ,134976990 
2013,D09,남,입원,483 ,624 ,821039220 
2013,D09,여,입원,137 ,207 ,271392630 
2013,D10,남,외래,13495 ,28077 ,1447425590 
2013,D10,여,외래,13449 ,27567 ,1338773170 
2013,D10,남,입원,1050 ,1112 ,668764630 
2013,D10,여,입원,807 ,855 ,477062160 
2013,D11,남,외래,4542 ,14601 ,883452790 
2013,D11,여,외래,4671 ,14403 ,879348280 
2013,D11,남,입원,1441 ,1506 ,2203653450 
2013,D11,여,입원,1405 ,1477 ,2055048910 
2013,D12,남,외래,160210 ,249535 ,34002683940 
2013,D12,여,외래,95280 ,147784 ,18635664900 
2013,D12,남,입원,20183 ,20951 ,14984633280 
2013,D12,여,입원,10700 ,11128 ,8715309870 
2013,D13,남,외래,58819 ,134567 ,9353738930 
2013,D13,여,외래,56947 ,122806 ,8327424210 
2013,D13,남,입원,11966 ,12915 ,16985324230 
2013,D13,여,입원,8162 ,8878 ,12808065790 
2013,D14,남,외래,19418 ,33130 ,2997587420 
2013,D14,여,외래,14401 ,23071 ,2178255010 
2013,D14,남,입원,1555 ,1702 ,1856763010 
2013,D14,여,입원,926 ,1085 ,1459039310 
2013,D15,남,외래,1956 ,4435 ,335067990 
2013,D15,여,외래,2324 ,5604 ,384183990 
2013,D15,남,입원,446 ,526 ,2331249600 
2013,D15,여,입원,560 ,647 ,3131618480 
2013,D16,남,외래,9815 ,22869 ,1128167390 
2013,D16,여,외래,9654 ,22128 ,1093347930 
2013,D16,남,입원,2490 ,2724 ,3472541760 
2013,D16,여,입원,2173 ,2349 ,2817583780 
2013,D17,남,외래,78489 ,233006 ,8983821920 
2013,D17,여,외래,68733 ,182627 ,6799101990 
2013,D17,남,입원,7315 ,7715 ,5683304880 
2013,D17,여,입원,6803 ,7152 ,5447446900 
2013,D18,남,외래,23082 ,47184 ,3621302520 
2013,D18,여,외래,27946 ,58757 ,4018717430 
2013,D18,남,입원,1854 ,2112 ,3034158630 
2013,D18,여,입원,2240 ,2554 ,3409027630 
2013,D19,남,외래,256 ,593 ,28924200 
2013,D19,여,외래,224 ,626 ,25682010 
2013,D19,남,입원,16 ,18 ,26963030 
2013,D19,여,입원,22 ,23 ,47019920 
2013,D20,남,외래,358 ,759 ,70016540 
2013,D20,여,외래,488 ,1115 ,97589920 
2013,D20,남,입원,104 ,117 ,258907590 
2013,D20,여,입원,211 ,225 ,507838470 
2013,D21,남,외래,45340 ,142426 ,5511610410 
2013,D21,여,외래,44587 ,121895 ,4633623590 
2013,D21,남,입원,5058 ,5289 ,3809686520 
2013,D21,여,입원,4740 ,4916 ,3825864060 
2013,D22,남,외래,8351 ,16527 ,518329870 
2013,D22,여,외래,13254 ,26387 ,765129080 
2013,D22,남,입원,237 ,273 ,204039740 
2013,D22,여,입원,254 ,276 ,215394770 
2013,D23,남,외래,129882 ,290438 ,10071956350 
2013,D23,여,외래,134732 ,274040 ,9344393580 
2013,D23,남,입원,1999 ,2094 ,1235050480 
2013,D23,여,입원,1771 ,1879 ,1104012210 
2013,D24,남,외래,1754 ,3411 ,130965920 
2013,D24,여,외래,243193 ,436576 ,15400314700 
2013,D24,남,입원,95 ,99 ,84932630 
2013,D24,여,입원,27076 ,28624 ,9459650410 
2013,D25,여,외래,286933 ,544550 ,17945369450 
2013,D25,여,입원,50202 ,52587 ,109839825970 
2013,D26,여,외래,7248 ,11442 ,447900470 
2013,D26,여,입원,1236 ,1282 ,2546924480 
2013,D27,여,외래,81425 ,158850 ,7115072310 
2013,D27,여,입원,18013 ,18490 ,37749192740 
2013,D28,여,외래,5735 ,10905 ,583900430 
2013,D28,여,입원,661 ,683 ,687788890 
2013,D29,남,외래,8587 ,25066 ,797673760 
2013,D29,남,입원,573 ,656 ,566899430 
2013,D30,남,외래,8741 ,16445 ,1971471000 
2013,D30,여,외래,7225 ,13321 ,1464572390 
2013,D30,남,입원,826 ,904 ,1099301740 
2013,D30,여,입원,692 ,753 ,1145537770 
2013,D31,남,외래,6264 ,12770 ,814730380 
2013,D31,여,외래,8317 ,16504 ,1018610520 
2013,D31,남,입원,224 ,234 ,150600030 
2013,D31,여,입원,244 ,255 ,173691310 
2013,D32,남,외래,3785 ,14455 ,1556798980 
2013,D32,여,외래,13010 ,48757 ,5235758780 
2013,D32,남,입원,894 ,1605 ,6907945610 
2013,D32,여,입원,2893 ,5163 ,21287719510 
2013,D33,남,외래,5956 ,22792 ,2321913710 
2013,D33,여,외래,8944 ,35195 ,3416953100 
2013,D33,남,입원,1328 ,2098 ,7914647340 
2013,D33,여,입원,1802 ,3116 ,10940198310 
2013,D34,남,외래,31676 ,61380 ,2564164300 
2013,D34,여,외래,165646 ,315076 ,12867033280 
2013,D34,남,입원,934 ,1008 ,878235480 
2013,D34,여,입원,3615 ,3839 ,3338620220 
2013,D35,남,외래,11978 ,52410 ,5171852040 
